"Country/Region/World","ISO","Sex","Year","Age","Prevalence of hypertension","Prevalence of hypertension lower 95% uncertainty interval","Prevalence of hypertension upper 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension","Proportion of diagnosed hypertension among all hypertension lower 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension upper 95% uncertainty interval","Proportion of treated hypertension among all hypertension","Proportion of treated hypertension among all hypertension lower 95% uncertainty interval","Proportion of treated hypertension among all hypertension upper 95% uncertainty interval","Proportion of controlled hypertension among all hypertension","Proportion of controlled hypertension among all hypertension lower 95% uncertainty interval","Proportion of controlled hypertension among all hypertension upper 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension","Proportion of untreated stage 2 hypertension among all hypertension lower 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension upper 95% uncertainty interval"
"Central and Eastern Europe","NA","Men",2017,"Age standardised (30-79 years)",0.495461371507217,0.454733949468702,0.533773377305348,0.611949820616177,0.562594066554577,0.659467433762795,0.43645516150929,0.384768551682867,0.489732362680788,0.155979924360014,0.120891314581556,0.195735427544311,0.162552617661779,0.135778887091064,0.191808762432607
"Central and Eastern Europe","NA","Men",2018,"Age standardised (30-79 years)",0.492717607924807,0.447429122394116,0.535465951557772,0.620639919015647,0.565653762858582,0.673919848434764,0.445637421632618,0.387439481375721,0.506188045277449,0.164368898284399,0.123184441483691,0.212278900179137,0.159332032849028,0.129914493502802,0.192269413473004
"Central and Eastern Europe","NA","Men",2019,"Age standardised (30-79 years)",0.490013477244489,0.439020848074704,0.539321422768885,0.629122516799193,0.567967255527077,0.687852980694197,0.454831753463677,0.38934254360689,0.523006267037063,0.173286862829722,0.123820675180249,0.232387319765235,0.156284079275876,0.124417717651541,0.193539717990185
"Central Asia and North Africa-Middle East","NA","Men",1990,"Age standardised (30-79 years)",0.34368838980116,0.278756673534685,0.411564381979956,0.281607501593704,0.206618195490477,0.364270955840367,0.169033770140809,0.107799217003796,0.24669108720406,0.037257601770324,0.0152145992269457,0.0769763152050593,0.29224838181343,0.220814342130308,0.367341458303318
"Central Asia and North Africa-Middle East","NA","Men",1991,"Age standardised (30-79 years)",0.344279642457651,0.285068073021443,0.405392399424891,0.286631315545723,0.217007987895823,0.362441426344861,0.173560751843822,0.115955933415219,0.24345677176463,0.0375638722484811,0.0167643356577465,0.0721108744442273,0.28614814752573,0.222648999628377,0.353425289746108
"Central Asia and North Africa-Middle East","NA","Men",1992,"Age standardised (30-79 years)",0.344952083887922,0.291133100977369,0.399252501661084,0.291741279475087,0.227968211182258,0.360789971719894,0.178346379358068,0.125059335050128,0.243033987433386,0.0381118392083726,0.0187131873988743,0.0688212925179569,0.280185879663834,0.223082112662848,0.34141552943433
"Central Asia and North Africa-Middle East","NA","Men",1993,"Age standardised (30-79 years)",0.345693612495522,0.297028246887101,0.393973433653605,0.29691866447383,0.238592069362189,0.359340617709837,0.183357714333942,0.133243931424768,0.242021386691846,0.0389257596383657,0.0205400102308524,0.0660895326334372,0.274378159944873,0.222645820087617,0.329458463300761
"Central Asia and North Africa-Middle East","NA","Men",1994,"Age standardised (30-79 years)",0.346406401420477,0.302339962897525,0.390702358997358,0.302243605196764,0.247683698884203,0.35831759006124,0.188695064992337,0.141759754482387,0.241258658972215,0.0400467139671123,0.0228065683159108,0.0641833529791054,0.268699124126725,0.221537836421393,0.318899380148814
"Central Asia and North Africa-Middle East","NA","Men",1995,"Age standardised (30-79 years)",0.347114861274033,0.307043138277115,0.386969390595552,0.307775041240407,0.257334537905917,0.359285031278916,0.194422177818988,0.150325746308221,0.242740979222812,0.0414961871677775,0.0252249889762778,0.063075199374775,0.263101355854247,0.220586666172183,0.308132570466018
"Central Asia and North Africa-Middle East","NA","Men",1996,"Age standardised (30-79 years)",0.347780459867687,0.311590782869567,0.383339436457182,0.313687610476308,0.265550012821989,0.36130603685384,0.200624503534298,0.159028961418765,0.244941249418813,0.043314249518396,0.0279207373652623,0.0629246505441187,0.257531414238313,0.219165559131431,0.298054829843243
"Central Asia and North Africa-Middle East","NA","Men",1997,"Age standardised (30-79 years)",0.348486255958483,0.314753947332055,0.380704888976581,0.319824238694621,0.276324902202129,0.363752744486261,0.207255456316109,0.168616544156687,0.247845757852885,0.0455070287392947,0.030860845201526,0.0635986982316915,0.251989645195151,0.217264599259419,0.288432410563042
"Central Asia and North Africa-Middle East","NA","Men",1998,"Age standardised (30-79 years)",0.34923771102677,0.318294481082829,0.379236456938945,0.326204449153687,0.285810667105395,0.367489721086063,0.214326221696875,0.178233548682438,0.252320112020455,0.0481062205028432,0.0339145217505854,0.0648571479244275,0.24650469953331,0.214687970839899,0.280136013594172
"Central Asia and North Africa-Middle East","NA","Men",1999,"Age standardised (30-79 years)",0.350057933944483,0.322183076222929,0.377613549854606,0.332920589965503,0.295580617412455,0.371365161039378,0.221869112281936,0.188013892826444,0.257539335060094,0.0511530685818666,0.0373617045693947,0.0672281208067155,0.241053880534723,0.211658979575396,0.272128100348126
"Central Asia and North Africa-Middle East","NA","Men",2000,"Age standardised (30-79 years)",0.350929810214823,0.325181423805377,0.37620408253788,0.340092232429414,0.30463705055667,0.375744076750654,0.229982023915845,0.198540278840231,0.263745882476274,0.0547411801789889,0.0411462029289909,0.0702279726959771,0.235615074244344,0.208799164262448,0.263835331599131
"Central Asia and North Africa-Middle East","NA","Men",2001,"Age standardised (30-79 years)",0.351842573641331,0.327956364683949,0.375604225753716,0.34773485449437,0.314069792896109,0.38121166712464,0.238674376892689,0.208694976109617,0.270320795041593,0.058891357889667,0.0456859489695732,0.0739529738087569,0.230255794401197,0.205234425402245,0.255964630833439
"Central Asia and North Africa-Middle East","NA","Men",2002,"Age standardised (30-79 years)",0.352760653748174,0.330843366347495,0.374974683325519,0.355777246813129,0.323732023671008,0.387530214951391,0.248049942069866,0.219961499188561,0.278435670895095,0.0637324787195844,0.050461105214434,0.0785209500986081,0.224893498345899,0.201338800783021,0.248616412801007
"Central Asia and North Africa-Middle East","NA","Men",2003,"Age standardised (30-79 years)",0.353686203694719,0.333045890197305,0.374549416234476,0.364084396845737,0.333563544180646,0.394285913692193,0.258084227225505,0.231046465023934,0.286995503410789,0.0693010320705825,0.0563168226851765,0.0840679949853251,0.219543683282867,0.197795768454535,0.241675163801554
"Central Asia and North Africa-Middle East","NA","Men",2004,"Age standardised (30-79 years)",0.354450132573473,0.334618119762257,0.374270040105691,0.372659042571472,0.343838625633745,0.401516116493447,0.268563564425875,0.242395470643925,0.296306990070558,0.0756326489319281,0.062478714631831,0.0904721446651924,0.214216702816277,0.194290638352968,0.235310448159781
"Central Asia and North Africa-Middle East","NA","Men",2005,"Age standardised (30-79 years)",0.354968027596132,0.336074309715337,0.374127403210645,0.381244314122069,0.353379675834236,0.409778782337391,0.279228844948214,0.253466126116296,0.305882255955794,0.0825791545664265,0.0692388693202016,0.0973926285446739,0.209068889177951,0.190023764546437,0.228611083420936
"Central Asia and North Africa-Middle East","NA","Men",2006,"Age standardised (30-79 years)",0.355227885987338,0.33697206021056,0.373607591425904,0.389983472693686,0.36293854064408,0.418318759444656,0.28983524575618,0.264391990375197,0.315500792358897,0.0899679888733399,0.0761956722822881,0.105207025797636,0.204234894154046,0.185635444401652,0.222628187577416
"Central Asia and North Africa-Middle East","NA","Men",2007,"Age standardised (30-79 years)",0.355379612864985,0.337785153161475,0.373401664312588,0.398569638305366,0.372506026945129,0.425659485710109,0.300141417709174,0.275233229499876,0.325733235673838,0.09751304564789,0.0833358030751629,0.113232332146149,0.199800689075375,0.182179426014366,0.217383074111099
"Central Asia and North Africa-Middle East","NA","Men",2008,"Age standardised (30-79 years)",0.355602808008909,0.33835970933906,0.373268139828504,0.406876488208687,0.380953679114627,0.433096910900104,0.31001467929368,0.28541509350952,0.335301767543807,0.105005718910538,0.0900810270806582,0.120864122869904,0.195802795986447,0.178992974585944,0.212980172684644
"Central Asia and North Africa-Middle East","NA","Men",2009,"Age standardised (30-79 years)",0.355978199664009,0.338613528751311,0.373260206293981,0.41494785987643,0.389051771816338,0.441018945719784,0.319371112325309,0.29488909153636,0.344986681474463,0.112271402163625,0.097190597331395,0.128364772471472,0.192205899172994,0.175958529186743,0.208718462365257
"Central Asia and North Africa-Middle East","NA","Men",2010,"Age standardised (30-79 years)",0.356366353092973,0.339148488997893,0.373442621239638,0.422750698444775,0.396564188873639,0.448478720180216,0.328260174778002,0.303866013682126,0.35418272717927,0.119440148454448,0.104102405967182,0.136423087335889,0.188961145090182,0.17286850445046,0.205157312812503
"Central Asia and North Africa-Middle East","NA","Men",2011,"Age standardised (30-79 years)",0.356619631515993,0.339256105726575,0.373678229886774,0.430333327742438,0.404015245406169,0.456189661505336,0.336653196181889,0.311907927238928,0.362904321255239,0.126346828922121,0.110488738031079,0.143651195633897,0.186116870837806,0.170519826588541,0.202031152371048
"Central Asia and North Africa-Middle East","NA","Men",2012,"Age standardised (30-79 years)",0.356780748899293,0.339566040635346,0.373413842492084,0.437435182007414,0.410543483473389,0.463881119654692,0.344198444790224,0.319421961852843,0.371337129629315,0.13293858806896,0.11642635492338,0.150999241175231,0.183758571548636,0.168192306759661,0.199633703897011
"Central Asia and North Africa-Middle East","NA","Men",2013,"Age standardised (30-79 years)",0.356963149381095,0.339699405357634,0.373797184276576,0.444024955413153,0.41707912009301,0.470927070007023,0.350885429421282,0.325610393826757,0.377609768314767,0.138949145875963,0.121875852418205,0.157646937044141,0.181783881159447,0.166140831228219,0.197768887170201
"Central Asia and North Africa-Middle East","NA","Men",2014,"Age standardised (30-79 years)",0.357157688459027,0.338819796400185,0.374822178137301,0.450092939920651,0.422364537332505,0.478407243697245,0.35668838758707,0.330509774400124,0.383395551065461,0.144186596268864,0.126270113280032,0.163271720053215,0.180112311263654,0.164326208099963,0.196473298643668
"Central Asia and North Africa-Middle East","NA","Men",2015,"Age standardised (30-79 years)",0.357461224484319,0.338453389710354,0.376070206707263,0.455710790749316,0.426524969052239,0.485600039402302,0.361718476429306,0.334248567287418,0.390037980797557,0.148722629483258,0.129768904106179,0.168752890306286,0.178658429834458,0.162474471828306,0.195999035902372
"Central Asia and North Africa-Middle East","NA","Men",2016,"Age standardised (30-79 years)",0.357856613380657,0.337474075121873,0.378382189032954,0.461204644105292,0.429695202814861,0.493085490236947,0.366502212799439,0.337146202333511,0.397087466417455,0.152885496956331,0.132385717647707,0.174989645915073,0.177240044436299,0.16016373472889,0.195636871824857
"Central Asia and North Africa-Middle East","NA","Men",2017,"Age standardised (30-79 years)",0.358921608384528,0.337030355968318,0.381294124887262,0.465373768643106,0.430896896531996,0.500177032410195,0.369570661146286,0.337060827384465,0.403417687920915,0.155614085307419,0.132322701509969,0.181269559866976,0.17628269714939,0.157432056571053,0.196670806538347
"Central Asia and North Africa-Middle East","NA","Men",2018,"Age standardised (30-79 years)",0.359636533757013,0.334806999543643,0.384360345539763,0.469302531098352,0.43070720054488,0.508206141514189,0.37257262869255,0.335594751718923,0.410907806651904,0.159047497949546,0.131717486006708,0.189108636047092,0.175424358329049,0.154534968277828,0.198628824502068
"Central Asia and North Africa-Middle East","NA","Men",2019,"Age standardised (30-79 years)",0.360412469425828,0.331933513648355,0.38912982354892,0.473155706389767,0.428775415440444,0.516792806255973,0.375543864514948,0.332964135896864,0.418820350965781,0.162781198715616,0.130211127353042,0.199049647346454,0.174722184839823,0.150911969748957,0.201787839291605
"East and South East Asia","NA","Men",1990,"Age standardised (30-79 years)",0.223856625080333,0.192345086920033,0.256401088775152,0.223227848742848,0.17683889531668,0.274178832956758,0.100465805508981,0.0741863012027048,0.132425980767084,0.0218312116971516,0.0131000515899064,0.0333602872796596,0.285575560188769,0.241641172910763,0.331970634459837
"East and South East Asia","NA","Men",1991,"Age standardised (30-79 years)",0.232117600792502,0.203767527214337,0.261139441123463,0.230860363431439,0.188962451007512,0.276327568745283,0.107620129154923,0.0824853630899637,0.1366535754039,0.023146621462124,0.0149905930384354,0.0334278289962126,0.27877698926121,0.240204338223474,0.319035458398421
"East and South East Asia","NA","Men",1992,"Age standardised (30-79 years)",0.240638906398586,0.214339800449209,0.267502178642488,0.238752819232361,0.200054005313734,0.280362129055311,0.115293149223885,0.0908502946824667,0.142133973612279,0.0246631237096607,0.0167885076345404,0.0343433216206648,0.272157124834086,0.237581909378597,0.307732150803971
"East and South East Asia","NA","Men",1993,"Age standardised (30-79 years)",0.24916773191862,0.224371375445344,0.275641952115684,0.246549345909677,0.210290180008009,0.285546218705411,0.123286920058338,0.0991070755151854,0.149350666122399,0.0263432120156135,0.0186407191765251,0.0356149924404143,0.265863160368722,0.235079060194857,0.297687430852281
"East and South East Asia","NA","Men",1994,"Age standardised (30-79 years)",0.256664724234715,0.232326945735231,0.282537786751074,0.254239724501097,0.219609250199047,0.291599138115747,0.131600812278834,0.108022977014763,0.157533876958607,0.0282626769380836,0.0203775718699575,0.0379050553900993,0.260043858859281,0.23141595929142,0.29028927718453
"East and South East Asia","NA","Men",1995,"Age standardised (30-79 years)",0.263246174570215,0.239268947793591,0.288473667938367,0.261885767917424,0.227605655437078,0.29816483879489,0.140239039928415,0.116666746120888,0.165985899436446,0.0304279608233151,0.022200013263545,0.0404040344087028,0.254645212313055,0.227413242562054,0.283579891139428
"East and South East Asia","NA","Men",1996,"Age standardised (30-79 years)",0.268970840889825,0.245417750830764,0.293767035026936,0.269588264570503,0.235893667249724,0.30549309540339,0.149203139082564,0.125189464884286,0.175340614244142,0.0328676235255603,0.0241717959698739,0.0428785796461952,0.249491869418774,0.2229796941769,0.276710235457961
"East and South East Asia","NA","Men",1997,"Age standardised (30-79 years)",0.274170796473424,0.2510477606156,0.299092133463953,0.277282785388577,0.243859444871347,0.312978964296576,0.158355450839617,0.133836747789376,0.184882483503052,0.0355760497147207,0.0262868063746428,0.046520838751932,0.244744325137323,0.218930774782638,0.270945598276452
"East and South East Asia","NA","Men",1998,"Age standardised (30-79 years)",0.279029912357799,0.256111774785632,0.304121013685768,0.285034060905475,0.251425471935275,0.319855219738881,0.167708724751921,0.142387647039456,0.194780426622219,0.0385193627326796,0.0286242327356272,0.0499207532931056,0.240329553819558,0.214858303594828,0.265994646490253
"East and South East Asia","NA","Men",1999,"Age standardised (30-79 years)",0.283651061363207,0.260671026639939,0.308328684371398,0.292860356046981,0.258763922166685,0.32760649381082,0.177302343587449,0.151292099139908,0.205263731112641,0.0417501788484738,0.0313749496138839,0.0536852554449252,0.236129492605435,0.211509714750294,0.261501679928939
"East and South East Asia","NA","Men",2000,"Age standardised (30-79 years)",0.288015298695289,0.265376202149658,0.312128479997261,0.300867115802158,0.265997589642323,0.335564322630492,0.187238594049837,0.160706275820861,0.215698219211753,0.0453047937741524,0.0343592762985406,0.0579320520687346,0.232078344785725,0.208369976342314,0.256600560216058
"East and South East Asia","NA","Men",2001,"Age standardised (30-79 years)",0.292237490826491,0.269953266520017,0.315905002955792,0.309105926830085,0.274724771418826,0.343806265009212,0.197506019319788,0.170281327679649,0.22684265521683,0.0492214908003139,0.0377953848479791,0.0624815625415197,0.228202913125054,0.204913504048446,0.252097530787137
"East and South East Asia","NA","Men",2002,"Age standardised (30-79 years)",0.29632930554504,0.273616031230993,0.319530120209296,0.317650855242392,0.283648697086716,0.352867811759169,0.208206439821361,0.180041679346622,0.238411772475286,0.0535624915016557,0.041516147621389,0.0675184855672287,0.224356213476418,0.201655355864327,0.247900702833236
"East and South East Asia","NA","Men",2003,"Age standardised (30-79 years)",0.300365591740068,0.278340382219914,0.32357742039228,0.326566086208583,0.293201494103575,0.361763031324692,0.219291138126876,0.190976488488863,0.249614608941892,0.0583795221715504,0.045465678527467,0.0735148576674897,0.220499588790141,0.198331583923099,0.243530926887399
"East and South East Asia","NA","Men",2004,"Age standardised (30-79 years)",0.304229249227324,0.282238670372511,0.327134264757018,0.335805482809869,0.302264088191223,0.370820953544798,0.230597099854632,0.201949698757184,0.261189633634835,0.0636338283032614,0.0500338999346156,0.0795456383990998,0.216744431914429,0.195136997216028,0.238681135887364
"East and South East Asia","NA","Men",2005,"Age standardised (30-79 years)",0.307813065939601,0.286207807393924,0.330263514122317,0.34543280027733,0.313077900149093,0.379426635414907,0.241912179045082,0.213360997686893,0.273281922161032,0.0692656561271025,0.0552140212524521,0.086063513522886,0.21325225879704,0.192108657140347,0.234673043879302
"East and South East Asia","NA","Men",2006,"Age standardised (30-79 years)",0.311047748733011,0.2897364157332,0.332895196488156,0.355250892496643,0.323255205255586,0.38872884899839,0.252876005322561,0.224193143462439,0.284797429434012,0.0750444148919033,0.0602704691701207,0.0920489030363105,0.21016085668822,0.189589652381716,0.230934748144092
"East and South East Asia","NA","Men",2007,"Age standardised (30-79 years)",0.313829088795972,0.293167304798624,0.335304656745862,0.365167620249015,0.333707118600349,0.398269885700039,0.263360825148352,0.235114696628476,0.294569474327971,0.0808647715962993,0.0656743370479151,0.0981102632986326,0.207518852685936,0.187251159901388,0.227487831310893
"East and South East Asia","NA","Men",2008,"Age standardised (30-79 years)",0.316007966289816,0.295821987988429,0.336523871881483,0.375015001534444,0.344404548306081,0.407615591988173,0.273158359457451,0.245088225348787,0.304042518296752,0.0866645515300075,0.0711365148241316,0.103621605628442,0.20527523793825,0.185537050299178,0.224597489591692
"East and South East Asia","NA","Men",2009,"Age standardised (30-79 years)",0.317470683862887,0.297594886260935,0.337869052682084,0.384738573289731,0.354512277561893,0.416576338755541,0.282145562917734,0.253583625092813,0.311923833917811,0.0924369296108341,0.0767566624532991,0.10942456522976,0.203300908209959,0.183970404146158,0.222413367003645
"East and South East Asia","NA","Men",2010,"Age standardised (30-79 years)",0.318026718735998,0.298734276874551,0.337860106662089,0.394195644849594,0.364655785255064,0.424917179127735,0.29027558382405,0.261833953080983,0.319569129085857,0.0982016923605566,0.0823351258255648,0.115453270555467,0.201474193318222,0.182536980212874,0.21993924584217
"East and South East Asia","NA","Men",2011,"Age standardised (30-79 years)",0.317781287433647,0.298528123315327,0.33793788462269,0.402974860190989,0.374385315308881,0.433350254906624,0.297234663458098,0.268406064640916,0.326557447851939,0.10374392763387,0.0872670514893796,0.121210808731059,0.199948366024961,0.181145424812459,0.218798433869001
"East and South East Asia","NA","Men",2012,"Age standardised (30-79 years)",0.317086526323098,0.296753821445192,0.338183019196258,0.41098255773072,0.381996109373214,0.441386947443509,0.302865677149185,0.273102155939815,0.333082956251808,0.108768007915793,0.0914313807124725,0.127415107535316,0.198777138124093,0.179335581904964,0.218826360202765
